job_id,skill_id,skill_name
KAGGLE_00445,17,Power BI
KAGGLE_00446,13,Machine Learning
KAGGLE_00448,3,ETL
KAGGLE_00448,24,SAS
KAGGLE_00448,29,Statistics
KAGGLE_00452,13,Machine Learning
KAGGLE_00456,3,ETL
KAGGLE_00458,26,SQL
KAGGLE_00461,2,Deep Learning
KAGGLE_00461,13,Machine Learning
KAGGLE_00461,20,Python
KAGGLE_00466,13,Machine Learning
KAGGLE_00467,3,ETL
KAGGLE_00467,20,Python
KAGGLE_00469,13,Machine Learning
KAGGLE_00470,9,Hadoop
KAGGLE_00470,28,Spark
KAGGLE_00474,13,Machine Learning
KAGGLE_00475,9,Hadoop
KAGGLE_00475,28,Spark
KAGGLE_00478,3,ETL
KAGGLE_00478,26,SQL
KAGGLE_00481,17,Power BI
KAGGLE_00481,30,Tableau
KAGGLE_00484,15,NumPy
KAGGLE_00484,20,Python
KAGGLE_00484,22,R
KAGGLE_00484,29,Statistics
KAGGLE_00486,20,Python
KAGGLE_00487,28,Spark
KAGGLE_00491,26,SQL
KAGGLE_00491,30,Tableau
KAGGLE_00494,13,Machine Learning
KAGGLE_00507,14,NLP
KAGGLE_00508,20,Python
KAGGLE_00509,20,Python
KAGGLE_00509,22,R
KAGGLE_00510,4,Excel
KAGGLE_00510,13,Machine Learning
KAGGLE_00510,20,Python
KAGGLE_00510,22,R
KAGGLE_00510,26,SQL
KAGGLE_00513,3,ETL
KAGGLE_00513,26,SQL
KAGGLE_00516,13,Machine Learning
KAGGLE_00518,13,Machine Learning
KAGGLE_00527,13,Machine Learning
KAGGLE_00527,14,NLP
KAGGLE_00527,26,SQL
KAGGLE_00531,13,Machine Learning
KAGGLE_00537,13,Machine Learning
KAGGLE_00544,17,Power BI
KAGGLE_00546,4,Excel
